,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77
658,ecosystem,action,ocean,datum,network,platform,platform,vehicle,environment,robot,locomotion,power,interaction,vehicle,monitoring,application,platform,monitoring,platform,observatory,community,navigation,monitoring,platform,observatory,researcher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
659,self,member,community,woman,vehicle,act,medium,member,community,vehicle,woman,incel,community,woman,medium,community,culture,incel,community,culture,gender,violence,discourse,relation,incel,action,community,violence,woman,feminism,incel,incel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
660,gas,emission,city,automation,service,communication,tonne,emission,technology,connectivity,user,device,bit,cell,energy,area,antenna,frequency,density,energy,radio,network,hardware,energy,network,design,energy,design,network,antenna,energy,structure,cell,cell,sleep,algorithm,load,time,interaction,service,state,art,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
661,service,school,teacher,teaching,activity,scenario,mathematic,education,school,teacher,activity,school,teacher,practice,education,activity,landscape,student,education,teacher,landscape,mathematic,class,teaching,school,teacher,mathematic,education,practice,landscape,literature,mathematic,education,school,teacher,teacher,education,practice,teacher,practice,activity,landscape,mathematic,class,datum,practice,collection,video,researcher,content,datum,,,,,,,,,,,,,,,,,,,,,,,,,,,
662,transformation,power,tech,company,transition,risk,citizen,state,art,threat,politic,age,literature,common,digitalisation,gender,relation,model,commodity,ideology,practice,transition,common,party,imaginary,platform,transition,commodity,common,politic,age,pathway,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663,populism,right,medium,wing,figure,anxiety,rise,anti,movement,populism,populism,right,scholarship,wing,populism,populism,narrative,representation,campaign,populist,day,populism,persona,politic,representation,system,film,medium,documentary,text,selection,medium,persona,socio,landscape,politic,medium,art,scholarship,work,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664,populism,right,medium,wing,figure,anxiety,rise,anti,movement,populism,populism,right,scholarship,wing,populism,populism,narrative,representation,campaign,populist,day,populism,persona,politic,representation,system,film,medium,documentary,text,selection,medium,persona,socio,landscape,politic,medium,art,scholarship,work,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665,implementation,slavery,property,resistance,man,woman,measure,slavery,slave,measure,control,behaviour,reproduction,slavery,slave,slave,woman,slave,medium,platform,slave,management,resistance,population,slave,woman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666,violence,refugee,exclusion,community,right,scholarship,policy,refugee,politic,voice,refugee,participation,work,science,socio,work,decision,identity,refugee,regime,refugee,participation,science,law,datum,science,refugee,refugee,regime,refugee,participation,scholarship,work,science,law,work,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
667,violence,refugee,exclusion,community,right,scholarship,policy,refugee,politic,voice,refugee,participation,work,science,socio,work,decision,identity,refugee,regime,refugee,participation,science,law,datum,science,refugee,refugee,regime,refugee,participation,scholarship,work,science,law,work,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
668,violence,refugee,exclusion,community,right,scholarship,policy,refugee,politic,voice,refugee,participation,work,science,socio,work,decision,identity,refugee,regime,refugee,participation,science,law,datum,science,refugee,refugee,regime,refugee,participation,scholarship,work,science,law,work,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669,language,adulthood,learning,learning,app,class,language,childhood,interaction,interaction,learning,hurdle,environment,cognition,neurolinguistic,hurdle,time,environment,interaction,agent,interaction,brain,measure,movement,measure,interaction,level,resolution,team,neurolinguistic,cognition,tech,company,immigrant,art,driver,language,interaction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670,policy,judgement,law,sustainability,city,institution,policy,law,policy,group,policy,city,level,skill,network,researcher,dimension,law,dimension,policy,policy,community,communication,audience,city,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
671,policy,judgement,law,sustainability,city,institution,policy,law,policy,group,policy,city,level,skill,network,researcher,dimension,law,dimension,policy,policy,community,communication,audience,city,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672,policy,judgement,law,sustainability,city,institution,policy,law,policy,group,policy,city,level,skill,network,researcher,dimension,law,dimension,policy,policy,community,communication,audience,city,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
673,litigation,party,intervention,agenda,jurisprudence,innovation,influence,agenda,power,law,right,datum,state,art,right,environment,agenda,jurisprudence,group,environment,child,litigation,right,agenda,phase,state,behaviour,state,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
674,litigation,party,intervention,agenda,jurisprudence,innovation,influence,agenda,power,law,right,datum,state,art,right,environment,agenda,jurisprudence,group,environment,child,litigation,right,agenda,phase,state,behaviour,state,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
675,litigation,party,intervention,agenda,jurisprudence,innovation,influence,agenda,power,law,right,datum,state,art,right,environment,agenda,jurisprudence,group,environment,child,litigation,right,agenda,phase,state,behaviour,state,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
676,device,voice,assistant,information,function,device,hardware,component,vendor,vendor,control,device,anti,practice,datum,surveillance,service,democracy,device,privacy,hardware,control,vendor,user,device,device,initiative,privacy,device,adoption,concept,user,operating,system,application,privacy,mechanism,operating,system,device,isolation,privacy,vendor,datum,application,banking,platform,system,vendor,adoption,self,transfer,researcher,researcher,,,,,,,,,,,,,,,,,,,,,,,,
677,brain,information,representation,disability,model,mechanism,behavior,system,system,disability,problem,processing,life,flexibility,processing,mechanism,disability,flexibility,individual,input,behavior,influence,information,flexibility,system,impairment,transfer,institution,network,processing,level,input,life,impairment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
678,child,identity,birth,nationality,family,relation,child,obligation,child,identity,child,participation,child,relationship,identity,adoption,area,adoption,policy,practice,adoption,child,participation,child,time,actor,child,adoption,policy,practice,figure,adoption,transfer,policy,decision,child,adoption,policy,practice,adoption,policy,child,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
679,child,identity,birth,nationality,family,relation,child,obligation,child,identity,child,participation,child,relationship,identity,adoption,area,adoption,policy,practice,adoption,child,participation,child,time,actor,child,adoption,policy,practice,figure,adoption,transfer,policy,decision,child,adoption,policy,practice,adoption,policy,child,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
680,baleen,whale,ecosystem,structure,environment,population,ecosystem,ship,noise,noise,ocean,whale,environment,sound,frequency,ship,noise,specie,vessel,noise,disturbance,baleen,whale,vessel,noise,change,behaviour,cessation,datum,noise,level,change,behaviour,noise,change,fitness,individual,art,technology,noise,time,baleen,whale,noise,level,animal,estimate,relationship,vessel,noise,level,energy,individual,model,disturbance,parameter,fitness,population,management,noise,level,water,estimate,noise,threshold,fitness,baleen,whale,threshold,,,,,,,,,
681,entertainment,medicine,science,market,value,problem,action,representation,flexibility,resilience,representation,dataset,action,dataset,body,property,representation,truth,datum,theory,representation,network,learning,domain,body,action,audience,body,representation,technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682,organization,street,harassment,initiative,problem,production,policy,frame,policy,frame,organization,level,nature,problem,policy,gender,production,policy,initiative,organization,organization,gender,scholarship,science,problem,street,harassment,scholarship,problem,policy,agenda,formation,gender,ethnicity,organization,level,policy,coalition,street,harassment,problem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
683,organization,street,harassment,initiative,problem,production,policy,frame,policy,frame,organization,level,nature,problem,policy,gender,production,policy,initiative,organization,organization,gender,scholarship,science,problem,street,harassment,scholarship,problem,policy,agenda,formation,gender,ethnicity,organization,level,policy,coalition,street,harassment,problem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
684,organization,street,harassment,initiative,problem,production,policy,frame,policy,frame,organization,level,nature,problem,policy,gender,production,policy,initiative,organization,organization,gender,scholarship,science,problem,street,harassment,scholarship,problem,policy,agenda,formation,gender,ethnicity,organization,level,policy,coalition,street,harassment,problem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
685,organization,street,harassment,initiative,problem,production,policy,frame,policy,frame,organization,level,nature,problem,policy,gender,production,policy,initiative,organization,organization,gender,scholarship,science,problem,street,harassment,scholarship,problem,policy,agenda,formation,gender,ethnicity,organization,level,policy,coalition,street,harassment,problem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
686,organization,street,harassment,initiative,problem,production,policy,frame,policy,frame,organization,level,nature,problem,policy,gender,production,policy,initiative,organization,organization,gender,scholarship,science,problem,street,harassment,scholarship,problem,policy,agenda,formation,gender,ethnicity,organization,level,policy,coalition,street,harassment,problem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
687,transition,service,provision,service,rise,doctor,doctor,patient,app,technology,healthcare,worker,rise,gig,work,healthcare,patient,care,patient,doctor,time,work,platform,economy,work,gig,worker,healthcare,system,partnership,doctor,work,doctor,platform,narrative,trade,union,doctor,level,union,employee,hope,fear,labour,market,doctor,healthcare,economy,healthcare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688,movement,motor,symptom,ganglia,network,symptom,oculomotor,function,motor,domain,prediction,onset,severity,alteration,disease,structure,information,control,oculomotor,function,mouse,model,alteration,function,motor,symptom,ganglia,alteration,motor,behaviour,control,plasticity,motor,symptom,model,mouse,onset,alteration,model,representation,motor,behaviour,plasticity,motor,symptom,model,mechanism,resilience,model,movement,ganglia,alteration,,,,,,,,,,,,,,,,,,,,,,,,,,
689,pollution,literature,medium,mps,np,pollutant,ecosystem,health,fauna,mps,np,environment,biota,pollutant,identification,accuracy,resolution,mass,mps,risk,assessment,health,nature,chemistry,action,transfer,researcher,institution,researcher,institution,mps,np,risk,mps,pollution,health,datum,biota,risk,assessment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
690,interaction,ict,silicon,technology,node,tech,hubs,silicon,relationship,technology,digitalisation,node,entrepreneur,investment,tech,hubs,tech,community,innovation,cluster,life,technology,ict,community,tech,entrepreneur,user,consumer,ict,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
691,day,day,relationship,researcher,movement,relationship,rise,production,problem,action,narrative,researcher,movement,datum,researcher,member,movement,self,practice,practice,community,movement,movement,action,video,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
692,day,day,relationship,researcher,movement,relationship,rise,production,problem,action,narrative,researcher,movement,datum,researcher,member,movement,self,practice,practice,community,movement,movement,action,video,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
693,conservation,population,animal,specie,ecosystem,biodiversity,specie,lynx,selection,release,selection,animal,environment,release,selection,information,post,release,behaviour,lynx,animal,movement,lynx,decision,release,post,state,lynx,lynx,release,scenario,science,conservation,biology,animal,behaviour,fellow,action,conservation,transfer,medium,action,fellow,researcher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
694,earthquake,frequency,motion,datum,frequency,relation,change,earthquake,speed,frequency,domain,frequency,datum,model,parameter,frequency,earthquake,community,hazard,assessment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
695,institution,day,datum,decision,citizen,life,time,datum,dimension,level,model,system,time,datum,structure,time,dimension,datum,structure,object,dimension,time,crime,city,object,datum,count,tensor,model,tensor,science,tensor,datum,structure,theory,tensor,datum,tensor,model,pattern,literature,model,tensor,datum,structure,count,datum,score,model,tensor,literature,model,class,score,model,model,problem,area,crime,datum,crime,area,spillover,time,grid,,,,,,,,,,,,,
696,driver,behaviour,epidemic,measure,science,datum,science,pandemic,health,health,policy,news,medium,misinformation,information,message,behaviour,population,mobility,level,resistance,epidemic,mortality,misinformation,resistance,behaviour,datum,compliance,frequency,epidemic,mortality,time,misinformation,engine,medium,health,measure,resistance,behaviour,unit,linkage,resistance,behaviour,population,gravity,misinformation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697,salvation,theory,model,salvation,itinerary,age,salvation,area,life,ideology,practice,salvation,itinerary,salvation,century,age,life,animal,specie,thinker,model,system,salvation,itinerary,concept,salvation,cooperation,salvation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698,day,gender,decision,power,leadership,republic,age,gender,woman,power,man,power,historiography,republic,century,wife,object,body,object,dimension,historiography,material,culture,identity,woman,influence,agency,power,gender,equality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
